case_id,model,file_path,filename,syntax_valid,syntax_error_message
repo_d6fe0f5_e0f5dcf,Claude,cases/repo_d6fe0f5_e0f5dcf/llm_claude_downstreamconstants.py,llm_claude_downstreamconstants.py,Yes,None
repo_d6fe0f5_e0f5dcf,Claude,cases/repo_d6fe0f5_e0f5dcf/llm_claude_dbtconstants.py,llm_claude_dbtconstants.py,Yes,None
repo_d6fe0f5_e0f5dcf,GPT,cases/repo_d6fe0f5_e0f5dcf/llm_dbtconstants.py,llm_dbtconstants.py,Yes,None
repo_d6fe0f5_e0f5dcf,Claude,cases/repo_d6fe0f5_e0f5dcf/llm_claude_upstreamconstants.py,llm_claude_upstreamconstants.py,Yes,None
repo_fb918e0_fa16772,Gemini,cases/repo_fb918e0_fa16772/llm_gemini_log.py,llm_gemini_log.py,Yes,None
repo_fb918e0_fa16772,GPT,cases/repo_fb918e0_fa16772/llm_base.py,llm_base.py,Yes,None
repo_fb918e0_fa16772,GPT,cases/repo_fb918e0_fa16772/llm_init.py,llm_init.py,Yes,None
repo_fb918e0_fa16772,GPT,cases/repo_fb918e0_fa16772/llm_storage.py,llm_storage.py,Yes,None
repo_fb918e0_fa16772,Claude,cases/repo_fb918e0_fa16772/llm_claude_base.py,llm_claude_base.py,Yes,None
repo_fb918e0_fa16772,Gemini,cases/repo_fb918e0_fa16772/llm_gemini_init.py,llm_gemini_init.py,Yes,None
repo_fb918e0_fa16772,Claude,cases/repo_fb918e0_fa16772/llm_claude_log.py,llm_claude_log.py,Yes,None
repo_fb918e0_fa16772,Gemini,cases/repo_fb918e0_fa16772/llm_gemini_base.py,llm_gemini_base.py,Yes,None
repo_fb918e0_fa16772,Claude,cases/repo_fb918e0_fa16772/llm_claude_init.py,llm_claude_init.py,Yes,None
repo_fb918e0_fa16772,Claude,cases/repo_fb918e0_fa16772/llm_claude_storage.py,llm_claude_storage.py,Yes,None
repo_fb918e0_fa16772,Gemini,cases/repo_fb918e0_fa16772/llm_gemini_storage.py,llm_gemini_storage.py,Yes,None
repo_fb918e0_fa16772,GPT,cases/repo_fb918e0_fa16772/llm_log.py,llm_log.py,Yes,None
repo_7c84ddc_b72a57d,GPT,cases/repo_7c84ddc_b72a57d/llm_asset.py,llm_asset.py,Yes,None
repo_7c84ddc_b72a57d,Claude,cases/repo_7c84ddc_b72a57d/llm_claude_asset.py,llm_claude_asset.py,Yes,None
repo_7c84ddc_b72a57d,Gemini,cases/repo_7c84ddc_b72a57d/llm_gemini_asset.py,llm_gemini_asset.py,Yes,None
repo_15a5c59_ef8da99,GPT,cases/repo_15a5c59_ef8da99/llm_output.py,llm_output.py,Yes,None
repo_15a5c59_ef8da99,GPT,cases/repo_15a5c59_ef8da99/llm_sys.py,llm_sys.py,Yes,None
repo_15a5c59_ef8da99,Claude,cases/repo_15a5c59_ef8da99/llm_claude_sys.py,llm_claude_sys.py,Yes,None
repo_15a5c59_ef8da99,Gemini,cases/repo_15a5c59_ef8da99/llm_gemini_def.py,llm_gemini_def.py,Yes,None
repo_15a5c59_ef8da99,Claude,cases/repo_15a5c59_ef8da99/llm_claude_output.py,llm_claude_output.py,Yes,None
repo_15a5c59_ef8da99,Gemini,cases/repo_15a5c59_ef8da99/llm_gemini_output.py,llm_gemini_output.py,Yes,None
repo_15a5c59_ef8da99,GPT,cases/repo_15a5c59_ef8da99/llm_def.py,llm_def.py,Yes,None
repo_15a5c59_ef8da99,Gemini,cases/repo_15a5c59_ef8da99/llm_gemini_sys.py,llm_gemini_sys.py,Yes,None
repo_15a5c59_ef8da99,Claude,cases/repo_15a5c59_ef8da99/llm_claude_def.py,llm_claude_def.py,Yes,None
repo_f8d50ca_3c7a139,GPT,cases/repo_f8d50ca_3c7a139/llm_assetdef.py,llm_assetdef.py,Yes,None
repo_f8d50ca_3c7a139,Gemini,cases/repo_f8d50ca_3c7a139/llm_gemini_def.py,llm_gemini_def.py,Yes,None
repo_f8d50ca_3c7a139,Claude,cases/repo_f8d50ca_3c7a139/llm_claude_assetdef.py,llm_claude_assetdef.py,Yes,None
repo_f8d50ca_3c7a139,GPT,cases/repo_f8d50ca_3c7a139/llm_def.py,llm_def.py,Yes,None
repo_f8d50ca_3c7a139,Gemini,cases/repo_f8d50ca_3c7a139/llm_gemini_assetdef.py,llm_gemini_assetdef.py,Yes,None
repo_f8d50ca_3c7a139,Claude,cases/repo_f8d50ca_3c7a139/llm_claude_def.py,llm_claude_def.py,Yes,None
